"id","domain","source","source_url","license","citation","notes","access"
"nsduh_2014","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2014 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2015","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2015 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2016","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2016 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2017","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2017 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2018","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2018 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2019","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2019 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2020","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2020 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2021","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2021 Public Use","remote_only; transform to CSV offline","remote_only"
"nsduh_2022","public_health","SAMHSA NSDUH","https://www.samhsa.gov/data/data-we-collect/nsduh-national-survey-drug-use-and-health","public-use","NSDUH 2022 Public Use","remote_only; transform to CSV offline","remote_only"
"cps_asec_2000","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2000","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2001","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2001","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2002","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2002","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2003","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2003","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2004","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2004","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2005","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2005","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2006","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2006","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2007","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2007","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2008","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2008","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2009","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2009","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2010","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2010","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2011","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2011","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2012","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2012","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2013","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2013","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2014","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2014","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2015","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2015","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2016","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2016","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2017","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2017","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2018","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2018","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2019","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2019","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2020","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2020","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2021","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2021","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2022","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2022","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2023","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2023","remote_only; fetch via CPS fetcher","remote_only"
"cps_asec_2024","demographics","US Census CPS ASEC","https://www.census.gov/data/datasets/time-series/demo/cps/cps-asec.html","public domain","CPS ASEC 2024","remote_only; fetch via CPS fetcher","remote_only"
"acs_pums_2005","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2005","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2006","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2006","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2007","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2007","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2008","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2008","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2009","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2009","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2010","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2010","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2011","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2011","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2012","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2012","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2013","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2013","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2014","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2014","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2015","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2015","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2016","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2016","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2017","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2017","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2018","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2018","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2019","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2019","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2020","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2020","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2021","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2021","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2022","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2022","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2023","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2023","remote_only; fetch via ACS fetcher","remote_only"
"acs_pums_2024","demographics","US Census ACS PUMS","https://www.census.gov/programs-surveys/acs/microdata.html","public domain","ACS PUMS 2024","remote_only; fetch via ACS fetcher","remote_only"
